Date,Input 1,Input 2,Share price
41353.0,-0.05761638733705742,0.040376301105779736,10.74
41354.0,-0.07374291115311865,0.041760966288504585,10.58
41355.0,-0.07999999999999964,0.042768945834500076,10.52
41358.0,-0.07001883239171315,0.04324514265648619,10.62
41359.0,-0.07011299435028201,0.043369660429879636,10.62
41360.0,-0.056431226765798655,0.04308983609264879,10.76
41361.0,-0.0527592592592585,0.04261402609719775,10.8
41366.0,-0.0705273069679845,0.04226032125074606,10.62
41367.0,-0.08034220532319326,0.04321280104552777,10.52
41369.0,-0.09658301158301094,0.04460591960618497,10.36
41372.0,-0.09588803088802998,0.04572358715134839,10.36
41373.0,-0.06247191011235883,0.045161525902054085,10.68
41374.0,-0.06215355805243398,0.043981062673425116,10.68
41375.0,-0.061872659176029306,0.04327591951860834,10.68
41376.0,-0.053624535315984635,0.04190928039662965,10.76
41379.0,-0.05515828677839814,0.04133287535512332,10.74
41380.0,-0.07650190114068409,0.041585918026077466,10.52
41381.0,-0.06379699248120257,0.04124700247837327,10.64
41382.0,-0.06718867924528278,0.040503518461998886,10.6
41383.0,-0.07872137404580129,0.0394910737730685,10.48
41386.0,-0.08206896551724119,0.03929083946940003,10.44
41387.0,-0.08955598455598417,0.038937730652769655,10.36
41388.0,-0.06625708884688045,0.03721691990547739,10.58
41389.0,-0.05177238805970097,0.036109257523714425,10.72
41390.0,-0.04157116451016568,0.03484541683941397,10.82
41393.0,-0.05649155722326419,0.03373978247804966,10.66
41394.0,-0.03830258302582981,0.03295080749151288,10.84
41396.0,-0.043098330241186804,0.032144787506341116,10.78
41397.0,-0.04200371057513848,0.030942827221877064,10.78
41400.0,-0.0410018552875691,0.029321274294858604,10.78
41401.0,-0.06547528517110221,0.027813265256854968,10.52
41402.0,-0.0521992481203003,0.026733303198233534,10.64
41403.0,-0.07065134099616846,0.02599762896764167,10.44
41404.0,-0.06894636015325681,0.025721364428166398,10.44
41407.0,-0.0774081237911025,0.02578003554973283,10.34
41408.0,-0.09017647058823534,0.026055151417992205,10.2
41409.0,-0.07160231660231674,0.02601375886919713,10.36
41410.0,-0.09496047430830043,0.026555031055518773,10.12
41414.0,-0.08256360078277868,0.026566415328792593,10.22
41415.0,-0.0584674329501916,0.026568642276610998,10.44
41416.0,-0.059078694817658234,0.026353784297186267,10.42
41417.0,-0.05969230769230778,0.02578463102229004,10.4
41418.0,-0.04819047619047655,0.025446640524716763,10.5
41421.0,-0.029307116104869472,0.024453687591946764,10.68
41422.0,-0.0149537892791132,0.02406808553172318,10.82
41423.0,0.006050724637680735,0.024344916591497352,11.04
41424.0,-0.0058348623853216805,0.02355325561119176,10.9
41425.0,0.005916515426496868,0.02425598547572248,11.02
41428.0,0.004963636363635938,0.02477921459428251,11.0
41429.0,0.009148550724637277,0.026374569842566434,11.04
41430.0,0.009456521739130279,0.02797679906033597,11.04
41431.0,0.00816696914700527,0.02937811035542913,11.02
41432.0,-0.005801104972375747,0.030027087746622327,10.86
41435.0,-0.012467532467532579,0.030313419601616712,10.78
41436.0,-0.0325946969696967,0.030320677512197757,10.56
41438.0,-0.022045028142589063,0.030468814902524132,10.66
41439.0,-0.024896421845574574,0.030661095317647873,10.62
41442.0,0.0053382084095064605,0.031608753197396325,10.94
41443.0,0.012758620689655097,0.03258610308655012,11.02
41444.0,0.005850091407678088,0.033048861439556654,10.94
41445.0,-0.017565543071161028,0.03243889056674271,10.68
41446.0,-0.0035859519408501287,0.03203917724466867,10.82
41449.0,-0.03127376425855503,0.031935262011042,10.52
41450.0,-0.03215238095238097,0.03181842087720671,10.5
41451.0,0.0061284403669725354,0.03233201398819023,10.9
41452.0,0.020578661844484692,0.03332955265891677,11.06
41453.0,0.03458110516934045,0.034737331491555556,11.22
41457.0,0.02789946140035878,0.0353793062971075,11.14
41458.0,0.0016605166051659507,0.03546603043891411,10.84
41459.0,0.00750458715596325,0.03555852239142649,10.9
41460.0,0.01687272727272703,0.03552877476192234,11.0
41463.0,-0.002430426716141105,0.034913922961267,10.78
41464.0,-0.001910946196660478,0.03396104799480798,10.78
41465.0,-0.020113421550094487,0.033482569199268786,10.58
41466.0,-0.0062313432835821485,0.033368146141517854,10.72
41467.0,0.001574074074074353,0.03346974445910912,10.8
41470.0,0.007384898710865689,0.03340596808786162,10.86
41471.0,0.016751824817518426,0.03376472171341487,10.96
41472.0,0.029423423423423665,0.0343452312110009,11.1
41473.0,0.02967567567567597,0.03487909911741223,11.1
41474.0,0.028050541516245846,0.0353197121611495,11.08
41477.0,0.028122743682310818,0.035181799562644334,11.08
41478.0,0.03149280575539593,0.035371022122708304,11.12
41479.0,0.02781588447653472,0.034874096425979634,11.08
41480.0,0.02067272727272754,0.03417711408116818,11.0
41481.0,0.018779599271402624,0.033007440360338466,10.98
41484.0,0.01327838827838824,0.030968837045024608,10.92
41485.0,0.006070110701107121,0.029551462165906203,10.84
41486.0,0.0004081632653061599,0.02657332882927876,10.78
41487.0,0.014990859232175476,0.024091963060618306,10.94
41488.0,0.02041818181818187,0.022800954836252944,11.0
41491.0,0.02215970961887487,0.021313703480944614,11.02
41492.0,0.01709854014598542,0.01946232174667881,10.96
41493.0,0.00294444444444449,0.01797871534928327,10.8
41494.0,0.008876611418047969,0.017302278079244206,10.86
41495.0,0.0112132352941178,0.01706130847121579,10.88
41498.0,0.011544117647058857,0.01707705262809693,10.88
41499.0,0.015494505494505333,0.017032416215973022,10.92
41501.0,0.0065064695009241546,0.01703198825891298,10.82
41502.0,0.002764378478664012,0.017039603575791457,10.78
